username,email,password,pin,phone,dob,nationality,pan,city,pincode,User_ID,Account_Age_Days,Location,Device_Type,Payment_Method,Transaction_Amount,Transaction_Frequency,Obfuscation_Level,Synthetic_Identity,Fraudulent,IP_Address,Email_Domain,Time_Between_Txns,Avg_Txn_Amount,Transaction_Location,Account_Number,Bank_Name,IFSC_Code,Account_Status
kalamiraan,mirayacomar@dutt.com,$(gVeIwwB4,6142,08902587198,1966-07-21,Indian,HWTWA1347C,Kadapa,595094,09ede88a-a2f0-4dc0-89d3-cdf7aa38306a,4565,India,Tablet,UPI,292.29,4,Low,False,False,221.160.65.92,Mumbai,39.67,30.84,India,942485759416,HSBC,HSBC271914,Active
dhanush05,nirvaanhegde@gulati.com,77bADYik!+,2747,06877025241,1995-05-22,Indian,VDXSL2720H,Rewa,748165,77d906a8-1043-446d-b199-27c7c92c5d81,4402,India,Tablet,Net Banking,447.18,69,Medium,False,False,210.23.62.140,Bangalore,27.98,29.58,India,967374634486,BOB,BOB340316,Closed
piyaseth,devikiara@saini-bir.com,7E6BMRh9_*,1026,7075490116,1983-03-23,Indian,DSLWU9545N,Surat,771963,b514b9e5-ab6a-45d2-9a5d-7b1d718f3f28,2042,India,Mobile,Credit Card,985.63,38,Low,False,False,223.147.87.125,Chennai,66.97,29.06,India,552582649676,AXIS,AXIS353098,Active
cviswanathan,advik94@contractor.biz,Elz2YvTy^k,2430,3582724549,1955-05-03,Indian,KROJG7554C,Warangal,938393,4c4c121d-58ae-4c75-9f1e-6308f52647d3,3427,India,Tablet,Debit Card,943.94,99,Low,True,False,223.139.78.255,Mumbai,90.33,92.93,India,300243021698,HDFC,HDFC270811,Active
obedi,arnavtella@gmail.com,1XKB*qaL$v,1493,08410124244,1972-12-05,Indian,ORZQV3410I,Barasat,196448,60ac1ce0-3b4b-48f2-bcfe-9f5b71bbbefb,4331,India,Tablet,Net Banking,922.28,95,Low,False,False,165.91.239.134,Mumbai,92.39,13.74,India,407375244305,HDFC,HDFC594217,Active
kandashray,ybalakrishnan@bahri-char.info,gHlf1Xeq(s,3268,04139918800,1964-06-11,Indian,JUGEV4966M,Asansol,546499,eb925d2a-7dde-4ac4-987a-fc4ca66ca2d3,3850,India,Mobile,UPI,241.63,80,Low,False,False,39.37.108.28,India,37.69,91.28,India,702253742270,AXIS,AXIS388525,Active
boradharmajan,vivaandatta@wable-shetty.com,H6NI1p7d@@,1656,+913052258777,1964-09-28,Indian,CRVOI9156U,Meerut,872503,b891e127-2c69-4665-978c-17f431c08b89,2212,India,Mobile,Net Banking,612.34,34,Medium,False,False,49.63.6.72,Mumbai,59.95,24.74,India,813634420512,SBI,SBI245363,Active
dhanushshanker,dalalnavya@yahoo.com,!8VmJLGn&I,2710,+915996252026,1970-06-13,Indian,VNVBS5168L,Ambala,140356,83b76027-a2fc-4516-8892-f6a68dd1e275,4796,India,Tablet,Net Banking,490.72,55,Low,False,False,148.59.9.114,Kolkata,92.79,50.7,India,289254466086,HSBC,HSBC674167,Active
chakrabartijivika,jayangaba@gmail.com,o9Spc3VG&9,7028,+917418100839,1978-10-25,Indian,KNMCW7063S,Loni,289995,6bceb056-eca4-4011-92a6-4a38b20ffe9d,3503,India,Desktop,Net Banking,766.16,37,Low,False,False,47.43.223.6,Kolkata,43.61,71.39,India,304462272784,ICICI,ICICI115296,Active
edwinlavanya,tankmehul@yahoo.com,$F5dJfSyJ0,3212,2443756650,1968-11-24,Indian,BDJWO4423F,Gandhidham,901039,187ea677-5bc2-48aa-8008-802cbfe90962,450,India,Tablet,Net Banking,396.08,49,Low,False,False,139.219.201.15,Bangalore,40.87,95.85,India,512219215110,ICICI,ICICI544266,Active
reyansh51,srivastavaromil@gmail.com,#%Zov)Qh62,1764,02650600490,1992-06-11,Indian,UKWFK5892P,Nashik,552535,95e5d315-f392-423e-ad84-54ceb1275d81,130,India,Mobile,Debit Card,281.85,50,High,False,False,87.27.233.148,Kolkata,64.63,34.31,India,670215065779,KOTAK,KOTAK737696,Active
aggarwalpari,nityasastry@hotmail.com,5@wt2SwtSe,4914,+915215139524,1971-05-28,Indian,CGPVG5309K,Jamnagar,905142,790b9b3a-ed16-4c91-bf57-54ff59729c7d,2561,India,Tablet,Net Banking,220.83,89,High,False,False,120.107.26.106,Bangalore,91.21,51.54,India,343776884539,PNB,PNB930820,Active
jivin38,xbanik@yahoo.com,a)j_aOv0(2,8341,4829796171,1997-02-21,Indian,OTNOH4004B,Mangalore,644644,0b547484-2b29-421b-860a-2b565443f0e0,812,India,Mobile,Net Banking,526.48,78,Low,False,False,9.154.202.226,Kolkata,83.34,15.67,India,289911529933,HDFC,HDFC698143,Inactive
ssrivastava,madhavchaudhary@tripathi.com,z^P7WxAruY,4192,+915095417383,1996-01-06,Indian,RZQQA7423M,Gorakhpur,914899,a44bc7cf-d130-453c-a3a8-005582fe465d,4804,India,Mobile,Credit Card,770.89,56,Low,False,False,16.164.15.172,Delhi,86.25,70.11,India,185031895696,HSBC,HSBC784004,Active
batratara,hkumer@jhaveri.info,E6F#FyDxL*,9601,2148257757,1956-01-02,Indian,TGZSH0080D,Tezpur,835874,673f0b1a-d6ba-4dc4-828b-c54d7fa52592,3979,India,Mobile,UPI,308.05,31,High,False,False,17.88.18.71,Bangalore,87.88,77.71,India,611804213885,CITI,CITI347032,Active
csahni,raunakdalal@gmail.com,^8RcKAfq7*,3257,+918218728042,1987-09-21,Indian,ACYQA3238X,Tadepalligudem,696189,8c8d8abd-ab26-4f68-9ff6-517f7cc13fa4,3712,India,Mobile,Debit Card,231.87,42,High,False,False,109.198.173.252,Chennai,97.73,95.65,India,361972570414,PNB,PNB282227,Inactive
divit39,nirvi11@gmail.com,fJ1NuSi_G^,4458,4988613264,2006-04-20,Indian,GNGLH4800C,Bhagalpur,634705,e62d0d12-855e-47fb-bf32-daf74684d44a,542,India,Mobile,Credit Card,365.91,13,Low,False,True,11.30.52.154,Delhi,15.32,37.29,India,191955161195,CITI,CITI598544,Active
umangaurora,chokshisaira@hotmail.com,tme9Djy@g^,2319,7413272559,1973-12-20,Indian,OEJMG5614C,Suryapet,331864,f1c91fed-d318-4dac-b542-6ee7f584852a,3214,India,Desktop,Net Banking,631.77,55,Medium,False,False,66.24.98.196,Bangalore,16.81,35.9,India,138727726168,PNB,PNB854267,Closed
pseshadri,anvi08@mall-mann.net,(to4DtoX_^,2492,01022431092,1961-01-05,Indian,KHJSF5158P,Berhampore,661547,e6bbf90c-8dd2-4ec8-96f6-a9eec531cc55,2874,India,Tablet,Debit Card,596.51,64,High,False,False,59.62.105.154,Delhi,98.31,97.87,India,251529765919,HDFC,HDFC668364,Active
bhaminikhatri,atwalkashvi@hotmail.com,!CxCBy9f+7,4896,08382275436,1980-12-17,Indian,XPCTR3467A,Fatehpur,880227,c8367d5d-73b9-4181-bad7-3b9924dbac56,394,India,Mobile,Debit Card,367.19,80,Low,False,False,94.223.17.123,Kolkata,16.67,93.61,India,397254781628,HSBC,HSBC664030,Suspended
mgade,sastryhrishita@bora.net,!TS4GBnr7I,3955,6162500273,1992-04-06,Indian,FDDWJ1551O,Panipat,599428,b1d954aa-75be-4dc7-b23c-2abf4dfa7be0,2151,India,Desktop,Credit Card,212.44,11,High,False,False,34.10.157.8,Delhi,45.83,72.94,India,367940761626,BOB,BOB171553,Active
onkar79,inaaya-23@ramesh-goel.com,n!bTq*Ie%7,9429,09202654795,1977-06-29,Indian,BWOQT8786N,Bhubaneswar,101522,2cb4f6c0-e753-4103-b916-2f3edd09396d,3291,India,Desktop,Credit Card,781.29,8,Low,False,False,211.192.96.192,Kolkata,43.12,36.44,India,201847553605,IDFC,IDFC669553,Active
aaryahi13,ghoseahana@yahoo.com,hl%6Xm+uJT,4474,09066255542,2002-10-06,Indian,EJMIM5693V,Hapur,959807,51160605-9872-4fbc-8d98-4479236cbdbb,2158,India,Mobile,Net Banking,576.85,49,Medium,False,False,131.16.136.158,Mumbai,38.7,11.1,India,478878581918,BOB,BOB702589,Active
obobal,raghavagrawal@hotmail.com,^7SCin+@*8,5960,+913201593675,2000-01-30,Indian,ISPIG4704E,Tirupati,192382,df0e7869-8236-4706-b955-bf5792d558b7,3410,India,Mobile,Debit Card,938.53,13,Medium,False,False,183.123.119.231,Delhi,78.81,89.66,India,167014250598,BOB,BOB276771,Active
ilal,priyansh62@tiwari.com,G1SPvaFK^R,9695,+911614601874,1968-09-18,Indian,TEMTG0047T,Karaikudi,377829,041e6e18-be15-488b-85a4-934534e76d98,663,India,Desktop,Debit Card,837.96,100,Low,False,False,109.10.242.48,Kolkata,48.23,75.93,India,963596454784,PNB,PNB538467,Active
divyanshanand,dishanisampath@hotmail.com,T&3&LauG@Q,3532,+912441787044,1967-06-26,Indian,MMWOQ9658Q,Bhimavaram,221728,7c161f53-9d9b-46ed-a9a8-4685305f471b,4067,India,Desktop,Credit Card,705.73,18,Medium,False,False,167.41.121.13,Chennai,42.13,12.61,India,217331553617,IDFC,IDFC757369,Active
jhanvirege,chadhatanya@hayre.com,a5+2*0MieT,6062,+918712734563,2002-07-12,Indian,QQNUS0057B,Bhatpara,690368,a1529857-7f38-488f-b900-a3ebe8b39be4,1693,India,Mobile,Net Banking,168.4,93,High,False,False,201.41.249.87,India,41.43,16.05,India,473758714178,ICICI,ICICI938349,Active
renee80,vjani@vig.info,(6*T2khs37,4627,+910063708961,1958-01-14,Indian,SXYLY0204Z,Hajipur,937169,ba9bef76-09fe-4675-8bfc-217d2ed32687,4867,India,Desktop,Debit Card,745.28,71,Low,True,False,89.107.235.85,India,12.87,44.77,India,423290561218,AXIS,AXIS407784,Active
anayaraman,vchaudhary@gmail.com,B$3Yi!8rg&,6275,+919833229154,2004-12-26,Indian,RGTVJ9997W,Delhi,424394,f6a6aa61-45dc-4c47-8341-f0c9cbaac304,3607,India,Desktop,UPI,123.04,71,High,False,False,33.155.142.238,India,75.94,72.14,India,523120588052,BOB,BOB681124,Active
arnavchoudhury,gsampath@gmail.com,&9aRiqA9qX,6141,07739547466,2000-09-28,Indian,CXBJF9882P,Bihar Sharif,750749,6fd13662-031c-4d1a-acb7-58804ee1c737,273,India,Mobile,UPI,672.51,100,High,False,False,56.159.219.137,Mumbai,62.44,77.31,India,530453227267,AXIS,AXIS149696,Active
shalv98,dixitshamik@bora.org,%6NfTRwh(j,6538,+915310939857,1954-06-13,Indian,EAUFT8366T,Mumbai,100131,8d69d954-85b2-44a0-8c34-603505994366,1081,India,Desktop,Credit Card,559.86,33,High,False,False,164.5.135.141,Delhi,69.74,20.65,India,294458436206,ICICI,ICICI331675,Active
xkata,ukaul@hotmail.com,L%@13U5fNU,5697,6376551904,1981-06-06,Indian,XDPYA0571K,Pali,516085,b7a50e6d-8ed1-4bb7-a148-b8ff468c3715,3105,India,Tablet,UPI,421.39,60,High,False,False,168.93.255.140,Chennai,84.22,13.75,India,102105528809,CITI,CITI491677,Closed
bmall,evavarma@gmail.com,pc8XzU^e$@,7430,+911039962948,1976-05-07,Indian,SPNPN9105D,Ambarnath,778470,a88cd8f8-c912-467f-928c-a210a64e99df,1654,India,Tablet,UPI,495.69,39,Low,False,False,219.186.93.74,Bangalore,71.14,45.4,India,683826992782,HSBC,HSBC363299,Suspended
baiju65,jdalia@hotmail.com,c!7dnYYnC$,7320,3201294643,1995-06-10,Indian,HKWBY4978Y,Hindupur,401500,9c841099-7480-453d-a124-d2d8e5b60c59,3336,India,Mobile,UPI,649.82,31,Medium,False,False,105.207.93.144,Chennai,59.74,35.67,India,648580656041,HDFC,HDFC143911,Active
qsant,abajaj@gmail.com,(2TRK!2cc6,9618,00468139513,1986-01-21,Indian,JUNAZ6653R,Chittoor,603880,367bad0b-7fac-41a9-bd04-84aac9bff4d0,3361,India,Mobile,Debit Card,442.43,4,Low,False,False,211.132.219.142,Chennai,10.34,41.28,India,987232533391,KOTAK,KOTAK419785,Active
amiraroy,rwason@agarwal.com,)MKcK7Oa9@,4198,09637477220,1984-03-06,Indian,MWVUF7937B,Shahjahanpur,491246,8ea2e031-528a-47f3-98f9-4d4ec533519f,2238,India,Tablet,Credit Card,690.04,4,Medium,False,False,3.234.3.60,Kolkata,62.68,33.26,India,956112769978,AXIS,AXIS783044,Active
evaboase,vedika48@goda.com,_uTV8!ln2_,1312,+910337287785,2004-11-18,Indian,QZCAO1603O,Shimla,261427,2b09c738-f060-42c8-8599-4a0d445487ac,3696,India,Mobile,Credit Card,492.22,28,High,False,False,68.209.170.186,Chennai,47.67,16.01,India,833292292530,BOB,BOB309005,Active
baiju65,kiaan73@gmail.com,__Vx6LpyA%,8675,0168524337,1995-06-05,Indian,ZDNYF1771H,Kamarhati,777312,94c37bcc-ca3c-4f1c-b6a3-e53af3d27bb0,4572,India,Desktop,Credit Card,474.82,96,Low,False,False,92.136.19.15,Kolkata,40.04,34.5,India,722917706597,IDFC,IDFC221582,Active
shankaradira,wsekhon@bhatt.org,gEzaIfpu(5,2889,+910176336095,1976-02-10,Indian,YGUHV9550D,Satara,752672,d7fdc0de-c241-49c4-b021-2a7ac9087420,3572,India,Mobile,Net Banking,450.33,88,Low,False,False,57.99.41.118,Mumbai,36.93,34.5,India,864504284983,AXIS,AXIS414675,Active
daraaniruddh,yakshitshan@mane.com,elS73HNKF$,7716,3555774181,1987-01-02,Indian,TBMKD7545P,Gorakhpur,468894,e4cdb311-98c0-4da9-ad77-8df7a467511e,2228,India,Tablet,Credit Card,903.09,19,Medium,False,False,61.127.68.64,Delhi,74.78,69.39,India,115034754213,HSBC,HSBC697462,Active
krish76,fsama@jaggi.com,*!K5oI%hH2,1040,+917909219454,1957-10-30,Indian,EOHWJ6535G,Madurai,620397,7c67bbfd-d610-4dda-a2ec-da79a7a74ecf,4260,India,Desktop,UPI,200.03,31,High,False,False,33.130.146.99,Mumbai,14.41,96.35,India,706555709440,PNB,PNB692333,Active
baijumammen,riya09@hotmail.com,$^D9E@YvcD,2983,+913461537077,1966-08-22,Indian,FKXZU1141C,Madanapalle,593272,fbf551b6-31b2-4b9b-9591-6b4331881784,3523,India,Mobile,Debit Card,790.75,42,Low,False,False,15.113.127.142,India,73.97,91.51,India,550441389455,ICICI,ICICI702109,Suspended
aroramamooty,emir79@kakar.com,sR5OA#7zV+,9279,2133256669,1992-02-02,Indian,DKVFA9714T,Salem,557690,3fb37ce7-9c28-4ae0-840a-16ba756d08ca,4311,India,Desktop,UPI,340.35,93,Low,False,False,176.91.25.198,Chennai,48.72,87.88,India,991840435022,HSBC,HSBC511666,Active
chiragsaini,desaishayak@sachdeva-grewal.org,!9FZcT2lj!,3506,+910123369683,1967-02-07,Indian,QJLZP8584R,Buxar,403181,36ac1455-3f24-4bdb-ab25-563e88a7f485,4372,India,Desktop,Net Banking,811.42,4,Low,False,False,207.122.47.142,Chennai,27.84,87.1,India,150685645880,CITI,CITI386890,Active
himmat96,esur@yahoo.com,HwG#6HKo_2,6000,2051953094,1977-02-15,Indian,FZVPU6992I,Guna,453889,45d67844-cd03-45e0-9a65-de99f2378464,4641,India,Mobile,Credit Card,558.52,11,Medium,False,False,143.87.29.69,Bangalore,89.33,69.51,India,879427743453,SBI,SBI370887,Active
sramanathan,hridaansolanki@yahoo.com,ByQ8FglYk),9509,+914157407060,2005-11-10,Indian,ANTUU1812Y,Thanjavur,813868,0425f807-be94-47f1-b419-7efe6c6e1dbd,491,India,Tablet,Net Banking,552.58,42,Low,False,False,114.2.227.86,Delhi,61.58,38.62,India,419715661074,HSBC,HSBC675684,Active
sbanik,urvikrish@gmail.com,k8LHRyPI&1,7501,2969434171,1961-03-01,Indian,YKABC1158H,Yamunanagar,722012,7bfdfd5d-aff9-4ba4-9647-906cf53ddc1d,2172,India,Tablet,Net Banking,470.01,15,High,False,False,112.164.227.206,Delhi,61.1,82.63,India,338345841303,AXIS,AXIS266453,Active
acherian,hunarsehgal@thakur.org,S7Wx6aBg(G,7024,+912347228867,1993-09-04,Indian,FRIJZ6289K,Pune,448031,3422c265-a6ca-4829-8509-237c8bea739e,3015,India,Mobile,UPI,745.92,36,High,False,False,65.111.138.187,Bangalore,28.47,83.66,India,751194448496,KOTAK,KOTAK266425,Active
lagan70,ydalia@mander.info,+zx^aKOj9L,9308,+913508991117,1993-03-09,Indian,IJMTV1220V,Bareilly,506316,93907e7a-827d-4b4a-a083-5ba0c8077291,3521,India,Tablet,Debit Card,166.12,3,High,False,False,120.137.42.140,Mumbai,42.41,41.95,India,946285970450,KOTAK,KOTAK219765,Active
taran47,pkapur@hotmail.com,F$1#@XKTet,5305,+910423308331,1991-01-12,Indian,ZBABP2412U,Hajipur,702107,28ea8e20-1c1e-4b3c-89e3-4e0d77fc6fcd,4787,India,Desktop,UPI,640.61,49,Medium,False,False,67.101.68.140,Bangalore,80.06,76.02,India,216171044084,SBI,SBI379887,Active
darshitsarraf,sridharurvi@tak.biz,S8cRxep^&O,9854,+917342931905,2002-07-18,Indian,WXKHN9685Z,Jamnagar,606518,b34f7853-73b1-49ae-8240-d521a332b872,4923,India,Mobile,Credit Card,913.2,89,High,False,False,3.206.157.158,Mumbai,46.46,55.01,India,653361131652,AXIS,AXIS486588,Active
odar,krish51@hotmail.com,+VA7Cf9e)w,5190,+916722395082,2003-03-10,Indian,VNJNF3203O,Jammu,917524,cfbc366c-849d-475a-aed7-50a4427ba618,2980,India,Mobile,UPI,157.77,18,Low,False,False,135.119.202.83,Chennai,69.24,60.13,India,509148148995,PNB,PNB195430,Active
kismat40,fahluwalia@gmail.com,w31ELldv%a,2354,4800989013,1985-05-23,Indian,CORRI8778C,New Delhi,300574,a5513a48-ed75-40b1-9461-87181a6d416c,2340,India,Desktop,Credit Card,517.95,59,High,False,False,107.214.4.73,Bangalore,23.67,15.48,India,231712343142,ICICI,ICICI832494,Active
anayaatwal,ivan88@hotmail.com,Su7C^IL7V^,7565,02660117377,1955-09-24,Indian,EHCTF3749H,Delhi,951130,d3af0538-da08-49f3-b0a7-60ddc0d3d174,678,India,Tablet,Credit Card,151.64,73,Low,False,False,107.44.81.193,Chennai,14.48,12.9,India,989050221309,CITI,CITI685656,Active
ehsaansen,btailor@gmail.com,^7DVt3oNgD,1912,3994996971,1972-11-24,Indian,VHQVF0681Y,Madanapalle,328476,07580ecd-9733-4a60-8d3f-c212b749d0a0,4794,India,Desktop,Net Banking,967.54,54,High,False,False,129.31.176.160,Chennai,19.01,14.22,India,764374766355,PNB,PNB404864,Active
kimayasethi,raunak70@ramakrishnan.com,J)v7krL76r,8345,08943043337,1999-02-08,Indian,AFZMF4471D,Bardhaman,172167,a67614ce-21df-4121-830f-c3634574242f,2734,India,Mobile,Net Banking,901.87,41,Low,False,False,211.77.177.212,Bangalore,60.59,26.66,India,418872833123,AXIS,AXIS987025,Suspended
arnav00,heerbalan@thakur-yohannan.com,(O8uALYlI),7755,+913732817552,1955-05-20,Indian,KELYA7637G,Thane,611095,1643939b-2e68-4ce8-9d9e-fcedeb4684ec,3978,India,Desktop,Debit Card,205.3,47,Medium,False,False,15.197.234.159,India,92.43,34.16,India,920090315685,HDFC,HDFC966288,Active
bhavinarya,krish93@varty.org,^32l8^Ko9G,5438,05715733056,1978-01-18,Indian,WXCBD8063L,Adoni,174383,59e2634f-e218-4bda-8893-dbed91bfe7f7,3812,India,Tablet,Credit Card,644.47,90,High,False,False,85.118.113.87,Bangalore,23.89,60.24,India,113400400644,KOTAK,KOTAK325108,Active
krish59,vigkartik@rao.info,jUSn!NYt_6,6127,+914606621833,1985-06-23,Indian,MEELY4015W,Guntur,265738,97fee23c-fcc5-40b3-978f-9b8628d11dbf,345,India,Desktop,Debit Card,959.66,99,Medium,False,False,7.225.238.57,Chennai,18.15,33.52,India,338431117630,KOTAK,KOTAK981541,Active
sethalisha,rameshnitara@dyal.org,#z61Dekzyi,5963,4359530054,1976-07-16,Indian,SEDIX3225D,Guntakal,430045,5b8a6d4c-cb08-48be-a8f3-79ab0c5f7d68,2437,India,Mobile,Debit Card,787.29,93,High,False,False,121.13.178.124,India,23.19,12.18,India,249705877442,ICICI,ICICI886314,Active
prerak89,gdube@gmail.com,_9)7P*HirB,9484,+917808767089,1986-08-01,Indian,VSYJN1704E,Salem,474563,98c51fe5-48f9-4d5f-86a9-b2c6b564ece8,1419,India,Mobile,Credit Card,155.5,54,High,False,False,38.15.94.107,Kolkata,39.58,55.53,India,480746910520,CITI,CITI947691,Active
fsuresh,tsankar@zachariah.biz,^i!0K$p_k#,4924,1582169939,1998-05-31,Indian,NIMTT3505N,Chittoor,431984,1f39e805-cc9d-4923-a2e4-467e95544b28,3081,India,Tablet,Debit Card,571.98,73,High,False,False,209.45.49.227,Bangalore,26.69,34.69,India,626944912141,BOB,BOB692593,Active
kismat29,parinaaz11@hotmail.com,93I40xL(*y,1312,06388957969,2002-04-07,Indian,YBSKH6259R,Orai,289199,fcc9c082-3e54-4f34-977a-860d6b7f32c9,3812,India,Tablet,UPI,284.3,19,Low,False,False,149.251.92.224,Bangalore,99.04,57.66,India,378163232634,BOB,BOB243621,Active
indranil68,emirtailor@iyer.com,(uA2CHdYVL,6319,06084234532,1993-02-24,Indian,YHXGZ1463C,Phusro,255511,429eeacf-4e04-47e8-8a52-7496733891db,2849,India,Tablet,Credit Card,525.02,86,Low,False,False,123.20.46.234,Delhi,65.9,11.49,India,300387726706,IDFC,IDFC424434,Active
reyanshsridhar,xsethi@keer-bumb.com,)Z2kM1Ob+J,9515,04093863949,1983-08-17,Indian,JEFJT7677B,Chittoor,675882,3af65e50-834f-473b-b62f-217f908b41fd,4728,India,Tablet,Debit Card,736.44,26,Low,False,False,87.245.121.138,Kolkata,28.66,28.53,India,225627313396,AXIS,AXIS305840,Active
madhavcherian,akarsh57@thakur.info,g+2rW0pf_9,9020,5923261118,1975-04-23,Indian,FWZBF3747R,Nandyal,120366,f6365275-139e-443f-a15f-c5ae34ec766d,4199,India,Desktop,Net Banking,721.58,62,Medium,False,False,133.129.157.130,Mumbai,41.21,35.33,India,891772976739,IDFC,IDFC157503,Inactive
khushidutta,sherealia@goda.com,m%88pNul9A,6249,4144615918,2004-10-10,Indian,ONVNO0075C,Sambhal,431968,07e78be3-0345-4528-9d6f-5fcf6fa1a291,2396,India,Mobile,UPI,767.04,79,Low,False,False,104.231.194.214,Delhi,40.36,12.9,India,557708909993,IDFC,IDFC712636,Active
edutta,sommanjari@soni-mammen.org,hZ4B8U0w@(,4072,+913157112270,1994-08-02,Indian,SELVB9068U,Sonipat,997966,7e3e0554-30aa-48c2-b489-097e87874702,4237,India,Tablet,Debit Card,441.51,54,Low,False,False,104.152.81.108,Bangalore,20.35,45.72,India,943471348367,HSBC,HSBC583028,Closed
eshani79,saksham17@sarma.com,W6sUL4_v(^,4549,03535904515,1960-10-26,Indian,AAGSN6453I,Haridwar,337531,fa801b19-d573-408b-96d9-c8075c8a9ae3,3675,India,Tablet,Credit Card,386.63,28,Low,False,False,2.188.131.228,Bangalore,57.35,23.74,India,107722925424,HSBC,HSBC580654,Active
vigfaiyaz,inaaya-87@hotmail.com,P5hQRY_f@i,5426,5018364148,1969-06-26,Indian,LALZF6807Q,Gudivada,296767,5fc63025-a09e-404c-a119-9de6ecd3b57a,4397,India,Desktop,Credit Card,242.49,43,Medium,False,False,23.89.225.195,Kolkata,92.89,30.58,India,249019250851,PNB,PNB406951,Active
mishadey,ovora@yahoo.com,%oq8K&jBy1,3626,6355599645,1974-02-08,Indian,MFXYQ0893G,Guna,743733,8a720bc8-6174-4b70-b117-3649e76a60b4,4524,India,Mobile,Debit Card,649.51,64,High,False,False,96.235.60.204,Chennai,77.32,65.14,India,128622256079,BOB,BOB193380,Active
inaaya-15,romil39@srivastava.com,4*f7A3UzrV,9351,8461927439,1983-05-29,Indian,PTSDG9792G,Gudivada,672310,a14f3b7f-92dd-4b9b-b818-d24ff5ad7e26,3535,India,Tablet,UPI,489.88,61,High,True,False,103.192.133.83,India,67.83,84.31,India,638112971851,CITI,CITI682169,Active
aainagandhi,manneanvi@hotmail.com,D9$0XqAd_c,9138,09657017610,1973-04-05,Indian,CYQAZ6646L,Agartala,434396,c6770582-cf6c-4e8e-83ed-76a9318d2d2f,4968,India,Tablet,Debit Card,289.07,99,Low,False,False,110.234.122.30,Bangalore,34.49,21.35,India,457720136190,HSBC,HSBC331313,Active
gkarnik,samaira36@hotmail.com,2(7s$cLe0I,4062,02708394664,1967-05-03,Indian,QVHNY5622L,Satna,827733,24bdad2d-8ac2-4aa6-9297-a4c0fc63414f,1182,India,Tablet,Debit Card,102.96,15,Medium,False,False,182.99.62.168,Bangalore,66.26,82.8,India,321438476209,PNB,PNB917412,Active
ireddy,mohanlal32@uppal.com,T*7wMNRaEQ,1947,0818772146,2001-05-12,Indian,PLOST9834R,Barasat,108183,259916e2-2996-4700-9313-a2cddbfd2992,2541,India,Desktop,Debit Card,362.93,46,Low,False,False,175.187.228.48,Chennai,42.75,92.31,India,377539578442,ICICI,ICICI550902,Active
nkannan,aptearadhya@banerjee.com,#aRx#b+w13,3717,+917235409179,1954-05-25,Indian,GIEOP2206C,Hindupur,952562,9fbf66dc-0595-462b-b5b4-ae88944fde96,3732,India,Tablet,UPI,129.4,11,Low,False,False,18.40.168.47,Delhi,86.45,29.52,India,932014584098,IDFC,IDFC624508,Active
tara71,divitmalhotra@gmail.com,_3a6Lkii_T,4716,5974156399,1978-09-14,Indian,RQTHS7586S,Kavali,862679,5ff87ab9-6287-4e56-9192-f4e563f90270,229,India,Mobile,UPI,964.33,6,High,False,False,49.38.26.139,Kolkata,22.76,75.79,India,174479328922,BOB,BOB497725,Active
bhatiatrisha,vivaan09@yahoo.com,Uh3%5mZw*#,4610,+916413196685,1976-04-06,Indian,JXZHH5866P,Meerut,875683,3ff5c545-5f34-475e-a709-92471be917fe,1993,India,Tablet,Net Banking,246.4,51,Medium,False,False,133.187.217.77,India,77.53,44.01,India,155377586576,HDFC,HDFC785423,Active
divitchokshi,aaravtella@gaba.biz,oRCHO_%v+5,2245,1896840292,1988-06-15,Indian,IMCBG4996V,Rewa,732873,e730d83d-809c-4389-816b-164526b06205,2193,India,Desktop,Debit Card,671.48,5,Low,False,False,84.37.15.178,Delhi,19.19,56.49,India,178320000556,PNB,PNB519363,Active
asavant,divitsankar@sachar.com,)Z#0SRft_q,8746,8517194342,1995-01-10,Indian,QKHZN5585X,Panipat,551090,6559e94e-a24e-4db5-8d64-d0e6f908d1d9,1862,India,Desktop,Credit Card,346.2,87,Low,False,False,157.180.69.252,India,75.33,23.15,India,813412860743,CITI,CITI204238,Active
manikyavaidya,xram@yahoo.com,&_*(Fe(R%3,2547,00409093304,1986-07-28,Indian,BVZNW2918S,Erode,215869,3246e0fb-e3a9-4f51-b2f1-f37037cebfd0,1966,India,Desktop,Debit Card,795.79,71,High,False,False,7.164.241.186,Delhi,57.42,26.88,India,302526124316,CITI,CITI988305,Active
gmannan,anaya63@gara.net,M*g8Mh#)!q,4377,+911502487464,1979-12-07,Indian,BHAWS8866D,Panvel,807748,4427b718-46fd-4f74-a7e8-61794128a49e,2313,India,Desktop,UPI,947.89,75,Medium,False,False,83.117.54.190,Mumbai,31.2,45.96,India,524785437310,HSBC,HSBC814107,Active
mishti74,ladarmaan@suresh.com,z^502SnX$p,5052,7542290681,1994-11-19,Indian,HJYCE2712T,Meerut,402994,e7251858-40ae-4df4-85eb-def2adb39109,859,India,Tablet,Net Banking,568.06,94,High,False,False,178.129.170.124,India,23.96,86.76,India,741688896594,BOB,BOB966064,Inactive
